,cluster
MG914115,38
MN873708,58
CY093359,38
KT837259,38
KT841829,38
KX005466,58
CY216537,38
MH126449,38
MK624019,38
MK744763,38
MT167225,58
MT167233,58
KT837176,38
KX414281,38
CY216529,38
MH126457,38
MH306740,38
MK744768,38
MN000688,38
MT167249,58
MT167241,58
KX414289,38
CY216513,38
MH125690,58
MK676372,58
MT167265,58
MT167257,58
KT837178,38
KT835859,38
CY222653,38
CY216521,38
MH126465,38
MN000696,38
MK676867,38
MT167273,58
MT167281,58
MT330345,58
KT837273,38
KT836145,38
KX406723,58
CY216505,38
MH125697,58
MK676875,38
MN000704,38
MT167297,58
MT167289,58
KT837286,38
KT842409,38
KX407315,58
CY217057,58
MK715739,58
MT244120,58
KT837311,38
MH245925,58
MK715746,58
MT244127,58
KT838222,38
KU590983,38
KX409235,58
MT303248,58
KC780770,58
KU590991,38
KX408027,58
MK245950,58
MK364457,58
MK556889,58
MN000712,38
MK744216,38
KT838138,38
KX411275,58
MK265572,58
MK556897,58
MK772159,38
MN000720,38
MT303256,58
KT837951,38
CY222853,38
MK556902,58
MK772941,58
MT303264,58
KT837993,38
KX411595,58
MK623373,58
MT330623,58
KF790144,38
KT837413,38
CY225174,38
CY222869,38
MN000728,38
MK772167,38
MT330631,58
KT840114,38
CY216553,38
CY227694,38
MN246269,38
MK856577,38
MT330640,58
KT839861,38
CY216545,38
CY227702,38
MN000736,38
MK856425,38
CY227710,38
MK855629,58
MT330648,58
CY234328,38
CY228725,38
MK855639,58
CY228733,38
MK856585,38
MN221677,38
CY228741,38
MK855645,58
CY232594,38
MK855655,58
CY245158,38
MN221685,38
MK856593,38
CY255765,38
CY260301,38
MN221693,38
MN000741,38
CY250515,38
CY255773,38
MN246274,38
MN221701,38
CY257693,38
CY250523,38
MN221709,38
MN246282,38
MN003554,58
CY250539,38
CY257701,38
MN221717,38
MN246290,38
CY257949,38
CY250691,38
MN819609,58
CY250755,58
CY258540,58
MN948083,58
MN976202,58
MN976198,58
CY260106,38
MT034641,58
MT034649,58
CY260114,38
MT034657,58
MG978475,58
CY260186,58
MT167313,58
MT167305,58
CY260122,38
CY260130,38
CY261089,38
CY261097,38
CY261105,38
MH081958,38
MH081961,38
CY261113,38
CY261121,38
CY261129,38
CY264123,38
MH126323,38
CY263239,58
MH083368,58
CY264131,38
CY264782,38
MH083373,58
MK400715,38
MK401368,38
MK502344,58
MK271168,58
MK271169,58
MK869083,38
MK912438,38
MK912446,58
MK912454,58
MK927658,38
MK927666,38
MK927674,58
CY069541,37
KX775351,58
HM189320,58
KY925762,38
CY002954,38
MH114058,41
CY063590,58
CY062707,58
CY062715,58
CY062723,58
CY062731,58
CY063638,58
CY063646,58
CY062835,58
CY062843,58
CY063654,58
CY062851,58
CY062859,58
CY062867,58
CY062883,58
CY062891,58
CY062899,58
CY062907,58
CY062915,58
CY062923,58
CY083768,58
CY067063,58
CY067071,58
CY067079,58
CY067087,58
CY067095,58
CY067103,58
CY067111,58
CY067119,58
CY067127,58
CY067135,58
CY067143,58
CY067151,58
CY073489,58
CY066599,58
CY066607,58
CY066615,58
CY066623,58
CY067159,58
CY072342,58
CY072350,58
CY073877,58
CY072358,58
CY072366,58
CY072374,58
CY073006,58
CY072390,58
CY072398,58
CY072406,58
CY072414,58
CY072422,58
CY072430,58
CY072438,58
CY072446,58
CY072454,58
CY072462,58
CY072470,58
CY072478,58
CY072486,58
CY072494,58
CY072502,58
CY072510,58
CY072518,58
CY073505,58
CY069154,58
CY069162,58
CY069170,58
CY069178,58
CY069186,58
CY069194,58
CY069202,58
CY071127,58
CY071135,58
CY071143,58
CY075059,58
CY075067,58
CY071159,58
CY071167,58
CY071175,58
CY071183,58
CY176474,58
CY176482,58
CY176802,58
CY176810,58
CY071263,58
CY071271,58
CY071279,58
CY071287,58
CY075075,58
CY071295,58
CY071303,58
CY071311,58
CY071319,58
CY129662,58
CY129670,58
CY129678,58
CY129686,58
CY129694,58
CY129451,58
CY129702,58
CY129710,58
CY129459,58
CY129467,58
CY129718,58
CY129485,58
CY129726,58
CY056955,58
CY083902,58
CY062659,58
CY113405,38
CY113373,38
CY114293,38
CY112369,38
CY022149,37
CY022157,37
CY022165,37
CY022173,37
CY025018,38
CY025026,37
CY022485,37
CY022493,37
CY022501,38
CY023002,38
CY022509,37
CY023010,37
CY022517,38
CY023018,37
CY023026,38
CY025042,38
CY023034,38
CY023042,38
CY023050,38
CY022525,38
CY023058,38
CY023066,38
CY022533,37
CY022541,37
CY022181,38
CY022549,38
CY022557,38
CY025050,38
CY022189,38
CY022565,38
CY022197,38
CY022205,38
CY023074,38
CY022573,38
CY023082,38
CY022581,37
CY022597,38
CY055526,58
CY055550,58
CY055558,58
CY055565,58
CY055573,58
CY055581,58
CY055589,58
CY055597,58
CY092185,58
CY066511,38
CY061898,38
CY061890,38
CY055605,58
CY055613,58
CY080539,38
CY055621,58
CY055629,58
CY055637,58
CY055645,58
CY055653,58
CY055661,58
CY055668,58
CY055059,58
CY080547,38
CY055676,58
CY080555,38
CY055692,58
CY055700,58
CY055708,58
CY055716,58
CY055067,58
CY055724,58
CY055732,58
CY055740,58
CY055748,58
CY055756,58
CY055764,58
CY055772,58
CY055780,58
CY055788,58
CY055796,58
CY080563,38
CY055804,58
CY055812,58
CY055820,58
CY055828,58
CY055075,58
CY055836,58
CY055844,58
CY055852,58
CY055860,58
CY055868,58
CY055876,58
CY055884,58
CY055534,58
CY055892,58
CY055900,58
CY055908,58
CY055916,58
CY055924,58
CY055932,58
CY055940,58
CY055542,58
CY091181,38
CY091421,38
CY091301,38
CY091413,38
CY091293,38
CY091405,38
CY091189,38
CY091397,38
CY092225,38
CY091389,38
CY091285,38
CY091381,38
CY091197,38
CY091373,38
CY091365,38
CY091269,38
CY091357,38
CY091205,38
CY092233,38
CY091349,38
CY091341,38
CY091333,38
CY091325,38
CY091317,38
GQ923573,45
GU050317,13
GU050325,13
GU050341,13
GU050333,13
EF492228,41
CY079275,36
CY079267,36
CY079259,36
CY079251,36
CY079243,19
CY088721,33
CY079235,36
CY079227,36
CY088713,33
CY079219,33
CY079211,19
CY205363,44
CY116915,27
GQ923229,45
GQ923253,45
GQ117185,45
AY240877,0
GU050279,41
CY079685,34
CY104132,38
CY104548,38
KY925449,38
KY926322,38
KY925154,58
KY925459,38
KY925821,58
MK898970,38
MK898978,38
MK898986,58
MH701020,38
MH701028,38
MH701036,38
MH701044,38
KJ756619,13
KJ756620,13
KJ756621,13
KJ756622,13
KJ756623,13
KJ756624,13
KJ756625,13
KJ756626,13
KJ756627,13
KJ756628,13
KJ756629,13
KJ756630,13
KJ756631,13
KJ756632,13
KJ756633,13
KJ756634,13
KJ756635,13
KJ756636,13
KJ756637,13
KJ413850,13
KJ508932,13
KJ508961,13
KJ508980,13
KJ508996,13
KJ509004,13
KJ509012,13
KJ509028,13
KJ509036,13
KJ907511,36
KJ907727,36
KJ907503,36
KJ907543,36
KC162234,41
JX570831,13
KJ907551,36
KJ907495,36
KU201800,13
KY487698,58
KY950052,58
KY487689,58
KY950108,58
KY487543,58
KY487503,58
KY487506,58
KY487646,58
KY487472,58
KY487453,58
KY949688,38
KY950007,38
KY949992,38
KY950141,38
KY950201,38
KY949842,38
KY949986,38
KY949788,38
KY949928,38
KY949661,38
KY949955,38
KY950099,38
KY949907,38
KY950167,38
KY949900,38
KY949654,38
KY949978,38
KY949739,38
KY950166,38
KY949820,38
KY949985,38
KY950048,38
KY950005,38
KY949821,38
KY487559,38
MH637731,38
MH637655,38
MH637594,38
MH637653,38
MH637724,38
MH637444,38
MH637470,38
MH637598,38
MH637468,38
MH637643,38
MH637494,38
MH637474,38
MH637551,38
MH637744,38
MH637805,38
MH637711,38
MH637757,38
MH637656,38
MH637677,38
MH637681,38
MH637645,38
MH637471,38
MH637684,38
DQ508825,38
CY121000,38
CY114429,38
CY125108,37
JX477157,37
KT888617,38
KT888618,38
KT888620,38
KT888623,38
KT888624,38
KT888626,38
KT888627,38
CY176746,58
CY071335,58
CY071343,58
CY071351,58
CY071359,58
CY096290,58
CY096298,58
CY096306,58
CY096314,58
CY096322,58
CY096330,58
CY096338,58
CY098106,58
CY096346,58
CY098114,58
CY098122,58
CY098130,58
CY096354,58
CY098138,58
CY096362,58
CY096370,58
CY096378,58
CY096386,58
CY096394,58
CY096402,58
CY096410,58
CY096418,58
CY096426,58
CY096434,58
CY098146,58
CY096442,58
CY096450,58
CY096458,58
CY096466,58
CY096474,58
CY098154,58
CY098162,58
CY096482,58
CY096490,58
CY096498,58
CY096506,58
CY096513,58
CY096521,58
CY096537,58
CY098563,58
CY129758,58
CY129766,58
CY129774,58
CY129782,58
CY129790,58
CY129814,58
KM013725,58
KM013726,58
KM013727,58
KM013728,58
KM013729,58
KM013730,58
KM013731,58
KM013732,58
KM013733,58
KM013734,58
KM013735,58
KT888644,38
GQ907286,32
MK641362,13
MK641370,13
MK641378,13
MK641386,13
AB233319,13
KR732524,13
AB523767,13
HM172085,13
HM172454,13
HM172087,13
CY064780,58
CY071095,58
KC357320,13
CY041386,19
KX979589,23
KX979107,19
KX978284,19
MF146036,36
GU592889,58
CY007291,38
CY007299,38
CY045503,58
CY242091,37
CY010364,37
CY021029,37
KX121188,44
LC275037,13
LC275045,13
KJ013297,41
MH130130,19
KJ509140,13
KJ508924,13
KJ508972,13
KX978559,23
KX977816,19
KX979368,9
KX978247,9
MT477793,13
GQ386150,13
EF587277,13
GQ183617,58
GQ225373,58
GQ183625,58
CY008156,38
KJ476633,9
KP098392,20
KF918703,58
HQ698627,58
KJ476641,9
CY033614,37
GQ225381,58
KJ476649,9
U26830,38
CY113677,38
KM821292,38
CY033606,38
CY112404,38
CY114461,38
CY121024,38
DQ508833,38
CY006044,38
GQ232093,58
GQ223408,58
HQ533864,58
JF816658,58
KJ867562,58
MK912462,38
MK912470,58
MK927682,38
MN169352,38
CY146769,37
L11125,20
CY033473,20
L11126,20
CY032237,20
CY064772,58
CY062931,58
CY069210,58
CY083797,58
CY071375,58
HQ263267,58
HQ263281,58
HQ263288,58
KR137646,38
KY487317,38
KY487578,38
KY615379,38
KY487580,38
KY487641,38
KY487421,38
CY044171,58
CY043118,58
MF146658,32
MF575199,23
MF575097,33
MF146934,36
CY076976,23
CY041274,41
KX978511,33
KX978266,23
KX978846,33
KX977700,41
KX979015,13
KX978000,9
CY147326,37
KT888604,38
KT888605,38
KT888606,38
CY113285,38
CY112233,38
KC296480,38
KM821278,38
CY112241,38
CY113197,38
KM821280,38
CY077793,38
CY113053,38
CY113157,38
CY113061,38
CY113069,38
KC296467,38
KM821281,38
CY113077,38
CY112313,38
CY113165,38
CY112273,38
CY113173,38
CY113149,38
CY113101,38
CY113237,38
CY112337,38
CY112361,38
CY113205,38
CY112329,38
CY113093,38
CY113213,38
CY113117,38
CY113125,38
CY112297,38
CY113189,38
CY112281,38
CY113221,38
CY113133,38
CY112321,38
CY112257,38
CY113045,38
CY113141,38
EU086246,41
EU086265,41
EU086266,41
EU086284,41
EU086303,41
MN061091,58
MN061099,58
GU592897,58
KP286453,13
KP286620,41
KP286619,13
KP286634,13
KP286635,41
CY179811,26
CY005691,26
CY006031,38
MG279856,29
MN552486,19
CY020885,0
CY020765,34
CY081234,34
EU684257,0
KX879565,27
CY117243,27
CY014872,45
CY021653,44
CY017765,44
CY081372,44
CY021613,44
CY016124,26
CY015443,29
CY028636,38
MG279989,45
CY028267,38
GQ907294,16
GQ907302,1
CY149572,39
CY125341,25
CY129418,0
CY125365,0
CY125373,0
CY167062,30
MH498778,21
MH499127,1
MH498752,1
MH499144,1
MH499019,1
MH498871,1
MH499102,1
MH499225,1
LC274934,13
LC274942,13
LC274950,13
LC198528,13
LC198536,13
AB684254,13
CY207189,45
GU121382,41
HM590762,41
HM590770,41
MF682848,17
LC314558,13
LC314510,13
CY149484,39
CY138145,16
MF146968,1
CY041378,19
CY076992,33
MF682839,6
MF682898,2
MF575161,23
KX979507,1
KX977814,1
KX978434,2
MF146992,1
KX979327,17
MF682741,2
MF682695,1
KX978155,1
MF147689,1
KX977721,1
KX979051,1
MF694241,1
MF147121,2
KX978985,1
KX978252,2
MF145970,1
KX977943,1
MF147266,1
KX979504,1
KX979468,1
KX978718,1
MF146166,1
KX978793,1
MF147313,1
KX979019,1
KX977650,16
MF147513,2
MF148049,1
KX977664,1
MF694057,1
KX978037,1
MF145899,1
KX978433,1
KX979591,1
KX978183,1
KX978539,1
MF147977,1
MF147208,1
MF146078,1
MF147927,16
KX978913,17
MF147771,1
KX978308,1
MF146479,1
MF146534,1
MF147740,1
MF146435,1
KX979088,1
MF147719,1
MF147553,1
MF146833,1
MF148122,1
MF145916,1
KX979541,17
KX978398,2
MF146523,1
MF147007,1
MF145735,1
MF147558,1
KX977630,1
MF146431,1
MF146500,1
MF147405,1
MF146583,1
MF145859,1
KX978997,16
KX977766,16
MF147101,1
MF147981,1
MF146410,16
MF147814,1
KX978686,1
KX978083,2
MF575214,2
MF145897,1
MF146531,1
MF146229,1
KX978076,17
MF147189,1
KX979090,1
KX978980,17
MF147647,1
MF146608,16
MF146148,16
MF148130,1
KX979063,17
MF147797,1
MF146087,1
KX977772,1
MF694026,1
MF682696,1
MF146063,1
MF959992,2
MF147878,1
MF575034,31
KX978709,16
MF575026,2
MF145799,1
MF146268,16
KX977887,1
KX978812,1
MF147255,1
MF103719,2
MF147679,1
MF147919,1
MF147715,2
KX977702,1
KX978026,1
MF147314,2
MF146397,16
MF147342,1
KX978072,1
MF146654,2
KX978876,17
MF146675,2
MF146953,1
MF146238,2
KX977785,2
MF146920,2
MF147705,1
KX979165,1
MF146193,2
KX979544,17
KX979432,2
MF146506,1
KX978504,1
MF682763,2
MF146414,1
KX978612,16
MF146473,1
KX977620,1
MF694124,2
MF146174,1
MF145738,2
MF146800,1
MF682757,1
KX979380,17
MF147961,2
MF147302,1
MF575089,1
MF682685,2
MF682661,1
KX979111,16
MF146858,1
KX978441,1
MF148040,2
KX978020,1
MF146352,2
KX979200,1
MF575196,1
MF682843,1
MF682838,2
MF682844,17
MF147682,2
MF146167,1
MF575309,1
KX979094,2
MF147197,1
KX978735,1
MF147982,2
MF147594,1
MF147122,1
MF575190,2
MF146360,1
KX978043,1
MF146714,16
MF147911,1
MF148148,1
MF148103,1
MF147940,1
MF148072,1
MF147735,1
MF146672,1
KX978929,17
MF146970,1
MF959989,1
KX977869,1
MF146383,1
MF694030,20
MF693939,2
MF146828,2
MF146469,44
CY185393,44
MF147673,1
MF146643,2
MF145921,1
MF145764,2
KX978470,1
MF147698,1
MF146202,1
MF146594,1
MF146076,2
MF146496,1
MF146816,2
MF145843,1
MF146537,2
KX978071,1
MF147537,1
MF146211,1
MF682767,2
MF145989,1
MF146421,1
MF145955,1
MF146395,1
KX978369,1
MF693921,2
MK192316,2
MF145888,2
MF146634,1
MF148145,1
KX977670,1
MF146769,2
MF147610,1
MF147728,2
MF145811,1
MF147656,1
MF146014,2
MF147422,1
MF146085,2
MF147944,1
MF575228,1
MF575118,2
MF146043,1
MF147239,2
MF147717,1
MF575207,17
MF146566,1
MF147945,1
KX979279,1
MF146111,2
MF146975,1
MF146245,1
MF694199,1
MF146436,2
MF147750,1
MF682709,2
MF147841,1
MF147547,2
MF146710,1
KX979453,2
MF146214,1
MF147491,1
MF147469,1
MF682781,1
KX977811,1
MF146391,1
MF146872,1
MF146670,1
MF145901,1
MF145978,1
MF146441,1
MF145725,2
KX978831,1
MF147289,17
KR087564,17
MF682666,1
MF575109,2
MF145876,1
KX977868,1
MF147493,1
MF694207,1
MF146424,1
MF146204,1
MF145709,1
KX978101,1
MF682721,1
MF682880,1
MF147965,1
MF146501,1
MF148047,1
MF147192,2
MF147095,1
MF146737,2
KX978834,1
MF146931,2
MF146562,1
MF146836,2
MF146693,1
MF147849,2
MF147375,1
MF575016,1
MF147869,17
KX979026,1
MF146964,1
MF147858,1
KX978275,1
MF693954,1
MF146060,2
MF147078,1
KX977730,2
KX977728,1
MF146767,2
KX979079,1
KX979576,1
KX977618,1
MF147070,2
MF146502,1
MF146577,2
KX979040,1
MF145996,1
KX979045,1
MF147363,1
KX978218,1
MF148111,2
MF146309,1
KX978340,1
KX978293,1
KX978651,16
MF575308,1
MF146285,1
MF694046,1
MF682647,1
MF147768,1
MF147657,2
MF147484,1
KX978323,2
KX978027,1
MF682816,1
MF146344,1
MF147573,1
MF147559,1
KX979456,2
KX978937,1
KX978955,2
KX978911,1
CY185409,44
CY185513,1
CY185521,41
CY185569,17
CY185529,1
CY185537,1
CY185585,16
CY185553,1
CY185489,17
CY185649,20
CY185545,41
CY185697,20
CY185657,1
CY185617,20
CY077000,1
CY184471,1
CY184488,1
KJ907487,23
CY207205,44
KX101174,44
KX101129,44
CY207213,44
MF461180,17
MF461188,1
MH201562,17
MH201570,1
MH498730,1
MH574749,9
EF607857,45
MH637032,34
KF424234,29
EU743306,29
KU289895,0
KU289903,0
KF424186,29
KU289911,0
KU289919,0
KU289927,0
KU289935,0
KU289943,0
KU289951,0
KU289959,0
KY551207,0
FJ357053,29
FJ357037,29
FJ357061,29
FJ357045,29
CY187111,30
CY187077,44
CY187168,34
CY187176,30
CY187095,34
CY187103,34
CY005964,34
CY003960,27
CY005947,34
CY004162,26
CY005965,34
CY005974,0
CY005940,25
CY004036,26
CY004670,25
CY005955,34
CY004178,26
CY004194,26
CY005994,39
MH411901,34
MH412293,34
MH412269,34
MH411802,34
MH412331,34
MH412514,34
CY047520,30
CY101643,34
CY101446,25
CY101081,25
CY004539,29
CY126968,26
MH412110,34
MH412175,34
MH412355,34
MH412425,34
MH411947,36
MH412107,34
CY102228,27
MH981697,36
MH981698,34
MH411951,34
MH411757,36
MH932330,34
MH932306,34
MH932402,34
MH932440,34
MH932298,34
MH412354,34
MH411784,34
MH412168,34
MH412097,34
MH412473,34
CY185705,25
CY102959,30
MH411895,34
MH412238,34
CY137706,39
CY005967,34
MH411995,25
CY103394,34
CY103402,30
CY101363,30
CY103434,25
CY136550,39
CY101571,34
MH637166,34
MH637321,25
MH932195,25
MH936476,25
MH936477,0
MH932537,34
MH932416,34
CY126800,26
CY120777,27
CY136638,29
MH411906,25
MH411870,34
MH412012,34
MH412003,25
CY149652,34
CY149660,25
CY149668,34
CY149676,34
CY149748,34
CY149684,34
CY149692,30
CY149700,25
CY149708,30
CY149716,30
CY149724,30
CY149732,30
CY149740,25
CY149764,44
CY149780,34
CY149756,34
CY149772,34
CY149788,34
CY067670,0
CY096640,44
CY096648,40
CY096656,30
CY096664,40
CY096704,45
CY096720,45
CY096624,44
CY096632,44
CY096672,45
CY096680,45
CY096688,40
CY096712,40
MK326729,45
MK326741,45
MK327718,3
MK326762,45
MK326782,45
MK326790,45
MK326648,45
MK327710,29
MK327742,27
MK327694,3
MK327702,3
MK326656,3
MK326664,45
MK327734,3
MK326681,40
MK326689,43
MK326713,43
MK326697,43
MK327750,0
MK327782,0
MK326705,27
MK327617,30
MK327625,30
MK327633,30
MK327650,19
MK327658,34
MK327726,3
MK327686,3
MK327758,3
MK327766,40
MK327774,43
MK326721,30
MK326754,30
MK326798,30
MK326806,19
MK326834,40
MK326845,43
KX365067,45
KY644223,34
KX960411,34
KY644305,34
KX960487,29
KY644240,30
KY644276,34
KX960476,29
KY243287,34
KY644289,30
KX960443,34
KY644462,34
KY644361,29
KY644283,30
KY644355,43
KY644368,29
KY644397,44
KY644415,45
KY644423,3
KX960467,29
KJ195668,3
KY644472,3
KX960412,3
KX960458,3
KY644383,34
KX960387,34
KY644211,34
KY644351,3
KY673153,34
KY673170,3
KX960451,3
KX960469,34
KY644317,3
KY644508,34
KY644318,44
KY644398,4
KY644236,3
KY644232,3
KY644498,45
KY673155,3
KY644258,3
CY132657,30
CY132901,34
CY132909,34
CY133625,34
CY166370,44
CY186732,30
CY186740,44
CY186638,34
CY186648,29
KY584002,30
MG279999,30
MK236869,34
MK237966,19
MK237240,30
MK237897,34
MK236844,30
MK237824,34
CY133569,30
CY133601,30
CY133609,30
CY133617,30
KJ568345,0
KJ568225,34
KJ567921,34
KJ568073,34
KJ568089,25
KJ568273,30
KJ567905,30
KJ568153,34
KJ568105,34
KJ568129,34
KJ568241,34
KJ567897,34
CY166274,30
KY551507,34
KM374034,25
CY139713,34
CY139721,27
KY551229,30
CY140927,34
CY140977,30
CY140993,44
CY141001,34
CY205573,30
CY205581,30
CY205589,39
CY205597,34
CY205605,34
CY205614,34
CY205622,34
CY205686,30
CY185945,0
CY206276,34
CY206316,30
CY206325,34
CY206333,25
CY139705,44
CY078353,30
KT887259,0
KT887299,39
KT887315,0
KT887323,0
CY206587,34
KY013684,34
CY206595,34
CY206603,41
KT887331,39
KT887339,0
CY206643,34
KT887347,39
KT887355,39
KT887363,39
KT887371,39
KT887386,0
KT887394,0
KT887402,39
KT887410,0
KT887418,0
KY013748,28
KY013756,0
KY013764,0
KY013772,0
KY013802,0
KY013810,0
KY013857,0
KY013865,34
KY013976,0
KY014020,34
KY063748,0
KY063756,0
KY063764,0
KY063772,0
KY063780,0
KY063788,0
KY063796,0
KY063804,0
KY063812,0
KY063820,0
KY063828,0
KY063844,0
KY063852,0
KY063860,28
KY063868,0
KY063876,0
KY063884,28
KY063892,39
KY063900,28
KY063908,39
KY063928,28
KY063936,28
KY063960,0
KY063968,0
KY063976,0
KY063992,28
KY064000,39
MT421216,34
MT421224,34
CY037007,30
CY190019,43
CY140695,34
CY140761,34
CY140844,34
CY140876,34
CY063743,34
CY063865,34
CY063873,34
CY063881,34
CY063889,34
CY063897,34
CY063905,34
CY063913,34
CY063921,34
CY063929,25
CY063945,34
CY063953,34
CY063961,34
CY063969,34
CY063977,34
CY078321,34
CY140261,30
CY140070,30
CY140196,30
CY140204,34
CY145783,39
CY140527,34
CY133745,30
CY133737,34
CY133753,25
CY133761,30
CY133769,34
CY133851,34
CY166939,43
CY166947,34
CY166955,34
CY166963,34
CY166971,34
CY166979,34
CY186756,34
KY284452,30
KY284359,34
KY583862,34
KY284507,34
KY284379,30
KY583833,34
KY583797,34
KY583845,25
KY584018,34
KY284446,30
KY284388,34
KY583849,27
KY583976,34
KY561169,29
MN552526,25
MG279773,34
MK237028,30
MK236821,34
MK237614,34
MK236921,30
MK237193,25
MK237357,34
MK237359,34
MK237553,30
MK237075,34
MK236799,34
MK237184,34
MK236894,30
MK237862,30
MK237480,30
MK237133,30
CY005881,26
CY138296,30
CY138304,30
CY138312,45
CY138320,30
CY138328,30
CY138336,25
CY138344,25
CY138352,25
CY138360,25
CY138368,25
CY138376,25
CY138384,25
CY138392,25
CY138400,25
CY138408,25
CY138416,25
CY138022,25
CY138424,25
CY138432,25
CY138440,25
CY138448,25
CY125581,34
CY125598,30
CY144587,44
CY140753,19
CY140796,34
CY140860,30
CY185937,0
CY140868,0
CY140903,34
CY140919,30
CY140112,34
CY140120,25
CY140128,39
CY140350,29
CY140358,29
CY140144,30
CY140164,34
CY140366,30
CY138161,30
CY138172,25
CY138181,44
CY138180,25
CY138192,25
CY138200,25
CY138208,25
CY138216,25
CY138224,25
CY138232,25
CY138240,25
CY138248,25
CY138256,25
CY138264,25
CY138272,25
CY138280,29
CY138288,29
CY138006,34
CY138480,19
CY138488,30
CY138496,19
CY138504,34
CY138512,34
CY138520,25
CY125266,25
CY020965,44
CY186830,34
CY186838,34
CY186863,39
CY186871,43
CY186903,44
CY186911,30
CY186879,30
CY186887,44
CY186895,34
CY186927,34
CY186935,34
CY186943,34
CY186796,34
CY186951,34
CY021221,34
CY021861,19
KJ526080,30
KJ527630,34
KJ527614,0
KJ568385,0
KJ568025,34
KJ567969,30
KJ567977,34
KJ568177,25
KJ567889,34
KJ567945,0
KJ568337,19
KJ568289,34
KJ568049,19
KJ568185,27
KJ568265,25
CY204064,30
CY204015,34
KY583949,34
KY583947,34
KY583945,25
KY284434,34
KY284421,34
KY678651,34
KY561221,34
MG280419,34
MG280009,34
MG279751,30
MN552480,27
MG279908,30
MG383442,41
CY081316,30
MK236672,34
MK237487,34
MK237170,34
MK237947,25
MK237452,30
MK236930,30
MK236993,30
MK237801,29
CY095640,30
MN431050,3
MN430999,25
MN431132,34
MN431057,34
MN431017,34
CY017999,30
CY024818,0
CY018901,0
GU053291,0
CY020861,29
CY011048,30
CY011028,30
CY021445,44
CY020749,34
CY138456,25
CY138464,25
CY138030,34
CY138472,19
CY125573,34
CY125565,25
CY125589,34
CY125285,25
CY181077,34
CY047704,45
CY178543,25
MH546323,0
MH546331,45
CY139929,0
CY139921,0
CY185969,0
CY139937,0
CY140836,34
CY140961,30
CY140969,34
CY141065,19
CY205515,34
CY205523,34
CY205524,30
CY205533,30
CY205541,34
CY205549,34
CY205388,34
CY205557,30
CY205565,34
CY205630,30
CY205638,30
CY205646,34
CY205654,34
CY205662,39
CY205670,34
CY205678,30
CY205694,34
CY205702,30
CY205710,30
CY205718,34
CY205726,30
CY205736,34
CY205744,34
CY205752,34
CY205760,34
CY205768,34
CY205776,34
CY205784,25
CY205792,34
CY205396,30
CY205808,34
CY205816,30
CY205835,34
CY205843,34
CY205851,30
CY205852,34
CY205863,34
CY205871,34
CY205879,34
CY205887,34
CY205895,30
CY205903,30
CY205911,30
CY205921,34
CY205929,34
CY205937,30
CY205945,34
CY205955,34
CY205963,30
